CSDS 455,Applied Graph Theory,"This course serves as an introduction to many of the important aspects of graph theory. Topics include connectivity, flows, matchings, planar graphs, and graph coloring with additional topics selected from extremal graphs, random graphs, bounded treewidth graphs, social networks and small world graphs. The class will explore the underlying mathematical theory with a specific focus on the development and analysis of graph algorithms.Prereq: Graduate Student or (EECS 302 or MATH 304 or MATH 305 or MATH 307)."
CSDS 456,Data Privacy,"Introduction to privacy, economics and incentives, crypto-based solution for privacy, hiding data from the database user, hiding access patterns from the database owner, anonymous routing and TOR, privacy in online social networks, privacy in cellular and Wi-Fi networks, location privacy, privacy in e-cash systems, privacy in e-voting, genomic privacy.Offered as CSDS 356 and CSDS 456.Prereq: (EECS 132 and EECS 233 and any STAT course) or (Graduate student in Computing &amp; Info Science or Computer Engineering)."
CSDS 458,Introduction to Bioinformatics,"Fundamental algorithmic and statistical methods in computational molecular biology and bioinformatics will be discussed. Topics include introduction to molecular biology and genetics, DNA sequence analysis, polymorphisms and personal genomics, structural variation analysis, gene mapping and haplotyping algorithms, phylogenetic analysis, biological network analysis, and computational drug discovery. Much of the course will focus on the algorithmic techniques, including but not limited to, dynamic programming, hidden Markov models, string algorithms, graph theories and algorithms, and some representative data mining algorithms. Paper presentations and course projects are also required.Prereq: EECS 340 or Graduate standing."
CSDS 459,Bioinformatics for Systems Biology,"Description of omic data (biological sequences, gene expression, protein-protein interactions, protein-DNA interactions, protein expression, metabolomics, biological ontologies), regulatory network inference, topology of regulatory networks, computational inference of protein-protein interactions, protein interaction databases, topology of protein interaction networks, module and protein complex discovery, network alignment and mining, computational models for network evolution, network-based functional inference, metabolic pathway databases, topology of metabolic pathways, flux models for analysis of metabolic networks, network integration, inference of domain-domain interactions, signaling pathway inference from protein interaction networks, network models and algorithms for disease gene identification, identification of dysregulated subnetworks network-based disease classification.Offered as CSDS 459 and SYBB 459.Prereq: EECS 458 or BIOL 250."
CSDS 466,Computer Graphics,"Theory and practice of computer graphics: object and environment representation including coordinate transformations image extraction including perspective, hidden surface, and shading algorithms; and interaction.  Covers a wide range of graphic display devices and systems with emphasis in interactive shaded graphics.Offered as CSDS 366, ECSE 366, CSDS 466 and ECSE 466.Prereq: Graduate standing or Requisites Not Met permission."
CSDS 473,Modern Robot Programming,"The goal of this course is to learn modern methods for building up robot capabilities using the Robot Operating System (ROS). Through a sequence of assignments, students learn how to write software to control both simulated and physical robots. Material includes: interfacing software to robot I/O; path and trajectory planning for robot arms; object identification and localization from 3-D sensing; manipulation planning; and development of graphical interfaces for supervisory robot control. Laboratory assignments are scheduled in small groups to explore implementations on specific robots.  Graduate students will also perform an independent project.Offered as CSDS 373, ECSE 373, CSDS 473 and ECSE 473."
CSDS 476,Mobile Robotics,"Design of software systems for mobile robot control, including: motion control; sensory processing; localization and mapping; mobile-robot planning and navigation; and implementation of goal-directed behaviors.  The course has a heavy lab component involving a sequence of design challenges and competitions performed in teams.Offered as CSDS 476 and ECSE 476.Prereq: EECS 373 or EECS 473."
CSDS 477,Advanced Algorithms,"Design and analysis of efficient algorithms, with emphasis on network flow, combinatorial optimization, and randomized algorithms. Linear programming: duality, complementary slackness, total unimodularity. Minimum cost flow: optimality conditions, algorithms, applications. Game theory: two-person zero-sum games, minimax theorems. Probabilistic analysis and randomized algorithms: examples and lower bounds. Approximation algorithms for NP-hard problems: examples, randomized rounding of linear programs.Prereq: EECS 302 and EECS 340 and MATH 380 and (MATH 201 or MATH 307)."
CSDS 478,Computational Neuroscience,"Computer simulations and mathematical analysis of neurons and neural circuits, and the computational properties of nervous systems.  Students are taught a range of models for neurons and neural circuits, and are asked to implement and explore the computational and dynamic properties of these models.  The course introduces students to dynamical systems theory for the analysis of neurons and neural learning, models of brain systems, and their relationship to artificial and neural networks.  Term project required.  Students enrolled in MATH 478 will make arrangements with the instructor to attend additional lectures and complete additional assignments addressing mathematical topics related to the course.   Recommended preparation: MATH 223 and MATH 224 or BIOL 300 and BIOL 306.Offered as BIOL 378, COGS 378, MATH 378, BIOL 478, CSDS 478, EBME 478, ECSE 478, MATH 478 and NEUR 478."
CSDS 489,Robotics I,"Orientation and configuration coordinate transformations, forward and inverse kinematics and Newton-Euler and Lagrange-Euler dynamic analysis. Planning of manipulator trajectories. Force, position, and hybrid control of robot manipulators. Analytical techniques applied to select industrial robots. Recommended preparation: EMAE 181.Offered as CSDS 489, ECSE 489 and EMAE 489."
CSDS 490,Digital Image Processing,"Digital images are introduced as two-dimensional sampled arrays of data.  The course begins with one-to-one operations such as image addition and subtraction and image descriptors such as the histogram.  Basic filters such as the gradient and Laplacian in the spatial domain are used to enhance images.  The 2-D Fourier transform is introduced and frequency domain operations such as high and low-pass filtering are developed.  It is shown how filtering techniques can be used to remove noise and other image degradation.  The different methods of representing color images are described and fundamental concepts of color image transformations and color image processing are developed.  One or more advanced topics such as wavelets, image compression, and pattern recognition will be covered as time permits.  Programming assignments using software such as MATLAB will illustrate the application and implementation of digital image processing.Offered as CSDS 490 and ECSE 490."
CSDS 491,Artificial Intelligence: Probabilistic Graphical Models,"This course is a graduate-level introduction to Artificial Intelligence (AI), the discipline of designing intelligent systems, and focuses on probabilistic graphical models.  These models can be applied to a wide variety of settings from data analysis to machine learning to robotics.  The models allow intelligent systems to represent uncertainties in an environment or problem space in a compact way and reason intelligently in a way that makes optimal use of available information and time.  The course covers directed and undirected probabilistic graphical models, latent variable models, associated exact and approximate inference algorithms, and learning in both discrete and continuous problem spaces.  Practical applications are covered throughout the course.Prereq: EECS 391 or requisites not met permission."
CSDS 493,Software Engineering,"Topics: Introduction to software engineering; software lifecycle models; development team organization and project management; requirements analysis and specification techniques; software design techniques; programming practices; software validation techniques; software maintenance practices; software engineering ethics. Undergraduates work in teams to complete a significant software development project. Graduate students are required to complete a research project.Offered as CSDS 393, CSDS 393N, and CSDS 493.Prereq: (Computer Science Major/Minor or Data Science Major) and (EECS 233 or DSCI 234 with a C or higher)."
CSDS 494,Introduction to Information Theory,"This course is intended as an introduction to information and coding theory with emphasis on the mathematical aspects.  It is suitable for advanced undergraduate and graduate students in mathematics, applied mathematics, statistics, physics, computer science and electrical engineering.  Course content: Information measures-entropy, relative entropy, mutual information, and their properties.  Typical sets and sequences, asymptotic equipartition property, data compression.  Channel coding and capacity: channel coding theorem.  Differential entropy, Gaussian channel, Shannon-Nyquist theorem. Information theory inequalities (400 level). Additional topics, which may include compressed sensing and elements of quantum information theory.Recommended preparation: MATH 201 or MATH 307.Offered as MATH 394, CSDS 394, ECSE 394, MATH 494, CSDS 494 and ECSE 494."
CSDS 496,Artificial Intelligence: Sequential Decision Making,"This course will study the formulation and solution of decision making problems by automated agents. Topics covered include one-shot decision making (decision trees and influence diagrams),  Markov decision processes (MDPs) , automated classical and probabilistic planning, reinforcement learning (RL), hierarchical planning and RL, partially observable MDPs, Bayesian RL, collaborative multi-agent systems. Recommended preparation: EECS/CSDS 491 (Probabilistic Graphical Models).Prereq: EECS 391."
CSDS 497,Artificial Intelligence: Statistical Natural Language Processing,"This course gives students an overview of the stat of the art in natural language processing. We will discuss computational aspects of language modeling  through probabilistic models, computational approaches to syntax (parsing) and semantic representations, discourse and dialog. We will study the applications of these techniques to a variety of problems including information extraction, translation and summarization. At the end of the course a student should be able to (i) understand the various statistical models and algorithms for NLP (ii) modify them as needed or design novel approaches for specific NLP tasks and (iii) understand how to evaluate the performance of these models and compare them to alternatives.Prereq: EECS 440."
CSDS 499,Algorithmic Robotics,"This course introduces basic algorithmic techniques in robotic perception and planning.  Course is divided into two parts.  The first part introduces probabilistic modeling of robotic motion and sensing, Gaussian and nonparametric filters, and algorithms for mobile robot localization.  The second part introduces fundamental deterministic and randomized algorithms for motion planning.Offered as CSDS 499 and ECSE 499.Prereq: Graduate Standing or Requisites Not Met permission."
CSDS 500,CSDS Colloquium,Seminars on current topics in Computer and Data Science.
CSDS 500T,Graduate Teaching II,"This course will provide the Ph.D. candidate with experience in teaching undergraduate or graduate students.  The experience is expected to involve direct student contact but will be based upon the specific departmental needs and teaching obligations.  This teaching experience will be conducted under the supervision of the faculty member who is responsible for the course, but the academic advisor will assess the educational plan to ensure that it provides an educational experience for the student.  Students in this course may be expected to perform one or more of the following teaching related activities: grading homeworks, quizzes, and exams, having office hours for students, running recitation sessions, providing laboratory assistance. Recommended preparation: Ph.D. student in CSDS department."
CSDS 531,Computer Vision,"The goal of computer vision is to create visual systems that recognize objects and recover structures in complex 3D scenes.  This course emphasizes both the science behind our understanding of the fundamental problems in vision and the engineering that develops mathematical models and inference algorithms to solve these problems.  Specific topics include feature detection, matching, and classification; visual representations and dimensionality reduction; motion detection and optical flow; image segmentation; depth perception, multi-view geometry, and 3D reconstruction; shape and surface perception; visual scene analysis and object recognition.Offered as CSDS 531 and ECSE 531."
CSDS 589,Robotics II,"Survey of research issues in robotics. Force control, visual servoing, robot autonomy, on-line planning, high-speed control, man/machine interfaces, robot learning, sensory processing for real-time control. Primarily a project-based lab course in which students design real-time software executing on multi-processors to control an industrial robot. Recommended preparation: EECS/CSDS/ECSE 489.Offered as CSDS 589 and ECSE 589."
CSDS 600,Special Topics,
CSDS 600T,Graduate Teaching III,"This course will provide Ph.D. candidate with experience in teaching undergraduate or graduate students.  The experience is expected to involve direct student contact but will be based upon the specific departmental needs and teaching obligations.  This teaching experience will be conducted under the supervision of the faculty member who is responsible for the course, but the academic advisor will assess the educational plan to ensure that it provides an educational experience for the student.  Students in this course may be expected to perform one or more of the following teaching related activities running recitation sessions, providing laboratory assistance, developing teaching or lecture materials presenting lectures. Recommended preparation: Ph.D. student in CSES department."
CSDS 601,Independent Study,
CSDS 620,Special Topics,
CSDS 621,Special Projects,
CSDS 651,Thesis M.S.,Credit as arranged.
CSDS 695,Project M.S.,Research course taken by Plan B M.S. students.Prereq: Enrolled in the EECS Plan B MS Program.
CSDS 701,Dissertation Ph.D,Credit as arranged.
